sequenceID	sequence_length	locus_name	genus	stem	locus_numeric_id	duplicate_id	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end
EFV-PL2.6.14-Xenocatantops_brachycerus	273	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	14	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01040772.1	-	1	273
EFV-PL2.6.15-Xenocatantops_brachycerus	222	EFV-PL2.6-XenBra	PL2	EFV-PL2	6	15	Xenocatantops_brachycerus	low_coverage	ASM90024965v1	GCA_900249655.1_ASM90024965v1_genomic.fna	OFSG01039141.1	-	6	227
EFV-PL2.7.1-Operophtera_brumata	708	EFV-PL2.7-OpeBru	PL2	EFV-PL2	7	1	Operophtera_brumata	low_coverage	ASM126657v1	GCA_001266575.1_ASM126657v1_genomic.fna	JTDY01000214.1	-	99289	99996
EFV-PL2.7.2-Operophtera_brumata	324	EFV-PL2.7-OpeBru	PL2	EFV-PL2	7	2	Operophtera_brumata	low_coverage	ASM126657v1	GCA_001266575.1_ASM126657v1_genomic.fna	JTDY01002107.1	-	70740	71063
EFV-Tamana.1-Lednia_tumana	747	EFV-Tamana.1-LedTum	Tamana	EFV-Tamana	1	1	Lednia_tumana	low_coverage	Ltum_v1.0	GCA_003287335.1_Ltum_v1.0_genomic.fna	QKMV01058854.1	+	558	1304
EFV-Tamana.2.1-Laupala_kohalensis	1425	EFV-Tamana.2-LauKoh	Tamana	EFV-Tamana	2	1	Laupala_kohalensis	low_coverage	ASM231320v1	GCA_002313205.1_ASM231320v1_genomic.fna	NNCF01133646.1	+	4106	5530
EFV-Tamana.2.2-Laupala_kohalensis	367	EFV-Tamana.2-LauKoh	Tamana	EFV-Tamana	2	2	Laupala_kohalensis	low_coverage	ASM231320v1	GCA_002313205.1_ASM231320v1_genomic.fna	NNCF01138054.1	+	2838	3204
EFV-Tamana.3.1-Amphinemura_sulcicollis	546	EFV-Tamana.3-AmpSul	Tamana	EFV-Tamana	3	1	Amphinemura_sulcicollis	low_coverage	ASM167632v1	GCA_001676325.1_ASM167632v1_genomic.fna	LVVV01416251.1	-	151	696
EFV-Tamana.3.2-Amphinemura_sulcicollis	363	EFV-Tamana.3-AmpSul	Tamana	EFV-Tamana	3	2	Amphinemura_sulcicollis	low_coverage	ASM167632v1	GCA_001676325.1_ASM167632v1_genomic.fna	LVVV01392456.1	-	786	1148
EFV-X1.1-Priapulus_caudatus	882	EFV-X1.1-PriCau	X1	EFV-X1	1	1	Priapulus_caudatus	low_coverage	1	Priapulus	AXZU02072455	-	446	1327
EFV-X1.2-Priapulus_caudatus	597	EFV-X1.1-PriCau	X1	EFV-X1	1	1	Priapulus_caudatus	low_coverage	1	Priapulus	AXZU02047183	+	11361	11957
EFV-X2.1.1-Austrofundulus_limnaeus	4305	EFV-X2.1-AusLim	X2	EFV-X2	1	1	Austrofundulus_limnaeus	low_coverage	1	52670_ref_Austrofundulus_limnaeus-1.0_chrUn.fa	gi|924426207|ref|NW_013953420.1|	+	125475	129779
EFV-X2.1.2-Austrofundulus_limnaeus	2045	EFV-X2.1-AusLim	X2	EFV-X2	1	2	Austrofundulus_limnaeus	low_coverage	1	52670_ref_Austrofundulus_limnaeus-1.0_chrUn.fa	gi|924427160|ref|NW_013952674.1|	-	412256	414300
EFV-X2.1.3-Austrofundulus_limnaeus	4154	EFV-X2.1-AusLim	X2	EFV-X2	1	3	Austrofundulus_limnaeus	low_coverage	1	52670_ref_Austrofundulus_limnaeus-1.0_chrUn.fa	gi|924425846|ref|NW_013953701.1|	+	23438	27591
EFV-X2.1.4-Austrofundulus_limnaeus	276	EFV-X2.1-AusLim	X2	EFV-X2	1	4	Austrofundulus_limnaeus	low_coverage	1	52670_ref_Austrofundulus_limnaeus-1.0_chrUn.fa	gi|924426727|ref|NW_013953063.1|	+	153714	153989
EFV-X2.2.1-Stylephorus_chordatus	5089	EFV-X2.2-StyCho	X2	EFV-X2	2	1	Stylephorus_chordatus	low_coverage	ASM90031261v1	GCA_900312615.1_ASM90031261v1_genomic.fna	OMPB01035808.1	-	645	5733
EFV-X2.2.2-Stylephorus_chordatus	2043	EFV-X2.2-StyCho	X2	EFV-X2	2	2	Stylephorus_chordatus	low_coverage	ASM90031261v1	GCA_900312615.1_ASM90031261v1_genomic.fna	OMPB01032799.1	-	285	2327
EFV-X2.2.3-Stylephorus_chordatus	572	EFV-X2.2-StyCho	X2	EFV-X2	2	3	Stylephorus_chordatus	low_coverage	ASM90031261v1	GCA_900312615.1_ASM90031261v1_genomic.fna	OMPB01008367.1	-	251	822
EFV-X2.3.1-Eurytemora_affinis	990	EFV-X2.3-EurAff	X2	EFV-X2	3	1	Eurytemora_affinis	low_coverage	Eaff_1.0	GCA_000591075.1_Eaff_1.0_genomic.fna	KK079217.1	-	138034	139023
EFV-X2.3.2-Eurytemora_affinis	4907	EFV-X2.3-EurAff	X2	EFV-X2	3	2	Eurytemora_affinis	low_coverage	Eaff_1.0	GCA_000591075.1_Eaff_1.0_genomic.fna	KK079878.1	+	27785	32691
EFV-X2.4.1-Takifugu_bimaculatus	503	EFV-X2.4-Takifugu	X2	EFV-X2	4	1	Takifugu_bimaculatus	low_coverage	ASM402614v1	GCA_004026145.1_ASM402614v1_genomic.fna	CP034996.1	+	4793790	4794292
EFV-X2.4.2-Takifugu_bimaculatus	500	EFV-X2.4-Takifugu	X2	EFV-X2	4	2	Takifugu_bimaculatus	low_coverage	ASM402614v1	GCA_004026145.1_ASM402614v1_genomic.fna	CP034996.1	+	3097464	3097963
EFV-X2.4.3-Takifugu_bimaculatus	503	EFV-X2.4-Takifugu	X2	EFV-X2	4	3	Takifugu_bimaculatus	low_coverage	ASM402614v1	GCA_004026145.1_ASM402614v1_genomic.fna	CP034996.1	-	2493774	2494276
EFV-X2.4.1-Takifugu_flavidus	219	EFV-X2.4-Takifugu	X2	EFV-X2	4	1	Takifugu_flavidus	low_coverage	v1	GCA_000400755.1_version_1_of_Takifugu_flavidus_genome_genomic.fna	KE122403.1	+	13757	13975
EFV-X2.4.1-Takifugu_rubripes	503	EFV-X2.4-Takifugu	X2	EFV-X2	4	1	Takifugu_rubripes	low_coverage	FUGU4	Takifugu_rubripes.FUGU4.dna.nonchromosomal.fa	scaffold_2834	+	8771	9273
EFV-X2.5-Phycis_blennoides	925	EFV-X2.5-Phycis	X2	EFV-X2	5	1	Phycis_blennoides	low_coverage	ASM90030231v1	GCA_900302315.1_ASM90030231v1_genomic.fna	OMKI01014494.1	+	12379	13303
EFV-X2.5-Phycis_phycis	759	EFV-X2.5-Phycis	X2	EFV-X2	5	1	Phycis_phycis	low_coverage	ASM90030233v1	GCA_900302335.1_ASM90030233v1_genomic.fna	OMKQ01018326.1	-	11151	11909
EFV-X2.6-Mora_moro	168	EFV-X2.6-MorMor	X2	EFV-X2	6	1	Mora_moro	low_coverage	Mora_mora_assembly	GCA_900303205.1_Mora_mora_assembly_genomic.fna	OMNR01010451.1	-	629	796
EFV-X2.7-Boleophthalmus_pectinirostris	798	EFV-X2.9-BolPec	X2	EFV-X2	7	1	Boleophthalmus_pectinirostris	low_coverage	1_BP	GCA_000788275.1_BP.fa_genomic.fna	KN521974.1	+	1448566	1449363
EFV-X2.7-Brosme_brosme	441	EFV-X2.7-BroBro	X2	EFV-X2	7	1	Brosme_brosme	low_coverage	ASM90030242v1	GCA_900302425.1_ASM90030242v1_genomic.fna	OMKX01003740.1	+	5708	6148
EFV-X2.8-Maccullochella_peelii	180	EFV-X2.8-MacPee	X2	EFV-X2	8	1	Maccullochella_peelii	low_coverage	mcod_v1	GCA_002120245.1_mcod_v1_genomic.fna	LKNJ01003435.1	-	40729	40908
